"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"-webkit-mask-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","7",""
"-webkit-overflow-scrolling","unsupported","","","","","","",""
"-webkit-tap-highlight-color","unsupported","","","","","","",""
"-webkit-text-fill-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","8",""
"-webkit-text-security","preserved","disc","disc","disc","disc","disc","14",""
"-webkit-text-stroke","preserved","24px","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","9",""
"-webkit-text-stroke-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","5",""
"-webkit-text-stroke-width","preserved","24px","24px","24px","24px","24px","7",""
"-webkit-touch-callout","unsupported","","","","","","",""
"-webkit-user-modify","unsupported","","","","","","",""
"-webkit-user-select","native","","","","","","",""
"accent-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","6",""
"align-content","preserved","center","center","center","center","center","8",""
"align-items","preserved","stretch","stretch","stretch","stretch","stretch","7",""
"align-self","preserved","normal","normal","normal","normal","normal","3",""
"align-tracks","unsupported","","","","","","",""
"alignment-baseline","preserved","alphabetic","alphabetic","alphabetic","alphabetic","alphabetic","11",""
"all","untested","","","","","","",""
"anchor-name","preserved","--pc-example","--pc-example","--pc-example","--pc-example","--pc-example","5",""
"anchor-scope","preserved","all","all","all","all","all","9",""
"animation","native","","","","","","",""
"animation-composition","native","","","","","","",""
"animation-delay","native","","","","","","",""
"animation-direction","native","","","","","","",""
"animation-duration","native","","","","","","",""
"animation-fill-mode","native","","","","","","",""
"animation-iteration-count","native","","","","","","",""
"animation-name","native","","","","","","",""
"animation-play-state","native","","","","","","",""
"animation-range","unsupported","","","","","","",""
"animation-range-end","unsupported","","","","","","",""
"animation-range-start","unsupported","","","","","","",""
"animation-timeline","unsupported","","","","","","",""
"animation-timing-function","native","","","","","","",""
"animation-trigger","unsupported","","","","","","",""
"appearance","preserved","auto","auto","auto","auto","auto","7",""
"aspect-ratio","preserved","2","2 / 1","2 / 1","2 / 1","2 / 1","10",""
"backdrop-filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","8",""
"backface-visibility","preserved","hidden","hidden","hidden","hidden","hidden","5",""
"background","preserved","linear-gradient(red,blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","10",""
"background-attachment","preserved","fixed","fixed","fixed","fixed","fixed","6",""
"background-blend-mode","preserved","multiply","multiply","multiply","multiply","multiply","4",""
"background-clip","preserved","content-box","content-box","content-box","content-box","content-box","10",""
"background-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","5",""
"background-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","11",""
"background-origin","preserved","content-box","content-box","content-box","content-box","content-box","5",""
"background-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","4",""
"background-position-x","preserved","center","50%","50%","50%","50%","7",""
"background-position-y","preserved","center","50%","50%","50%","50%","4",""
"background-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","13",""
"background-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","13",""
"baseline-shift","preserved","sub","sub","sub","sub","sub","8",""
"baseline-source","preserved","first","first","first","first","first","6",""
"block-size","preserved","24px","32px","32px","32px","32px","10",""
"border","preserved","4px solid red","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","11",""
"border-block","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","5",""
"border-block-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","5",""
"border-block-end","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","10",""
"border-block-end-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","4",""
"border-block-end-style","preserved","none","none","none","none","none","4",""
"border-block-end-width","preserved","24px","24px","24px","24px","24px","7",""
"border-block-start","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","5",""
"border-block-start-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","9",""
"border-block-start-style","preserved","none","none","none","none","none","7",""
"border-block-start-width","preserved","24px","24px","24px","24px","24px","5",""
"border-block-style","preserved","none","none","none","none","none","6",""
"border-block-width","preserved","24px","24px","24px","24px","24px","5",""
"border-bottom","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","7",""
"border-bottom-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-bottom-left-radius","preserved","24px","24px","24px","24px","24px","13",""
"border-bottom-right-radius","preserved","24px","24px","24px","24px","24px","5",""
"border-bottom-style","preserved","none","none","none","none","none","6",""
"border-bottom-width","preserved","24px","24px","24px","24px","24px","5",""
"border-collapse","preserved","collapse","collapse","collapse","collapse","collapse","4",""
"border-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","10",""
"border-end-end-radius","preserved","24px","24px","24px","24px","24px","4",""
"border-end-start-radius","preserved","24px","24px","24px","24px","24px","8",""
"border-image","preserved","linear-gradient(red,blue) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1","12",""
"border-image-outset","preserved","24px","24px","24px","24px","24px","10",""
"border-image-repeat","preserved","repeat","repeat","repeat","repeat","repeat","5",""
"border-image-slice","preserved","25%","25%","25%","25%","25%","8",""
"border-image-source","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","13",""
"border-image-width","preserved","auto","auto","auto","auto","auto","4",""
"border-inline","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","4",""
"border-inline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","12",""
"border-inline-end","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","4",""
"border-inline-end-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-inline-end-style","preserved","none","none","none","none","none","8",""
"border-inline-end-width","preserved","24px","24px","24px","24px","24px","4",""
"border-inline-start","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","10",""
"border-inline-start-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7",""
"border-inline-start-style","preserved","none","none","none","none","none","6",""
"border-inline-start-width","preserved","24px","24px","24px","24px","24px","5",""
"border-inline-style","preserved","none","none","none","none","none","3",""
"border-inline-width","preserved","24px","24px","24px","24px","24px","8",""
"border-left","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","4",""
"border-left-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","3",""
"border-left-style","preserved","none","none","none","none","none","6",""
"border-left-width","preserved","24px","24px","24px","24px","24px","6",""
"border-radius","preserved","24px","24px","24px","24px","24px","10",""
"border-right","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","7",""
"border-right-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","4",""
"border-right-style","preserved","none","none","none","none","none","2",""
"border-right-width","preserved","24px","24px","24px","24px","24px","2",""
"border-shape","unsupported","","","","","","",""
"border-spacing","preserved","24px","24px","24px","24px","24px","2",""
"border-start-end-radius","preserved","24px","24px","24px","24px","24px","5",""
"border-start-start-radius","preserved","24px","24px","24px","24px","24px","3",""
"border-style","preserved","none","none","none","none","none","2",""
"border-top","preserved","24px","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","0px rgb(23, 37, 30)","1",""
"border-top-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"border-top-left-radius","preserved","24px","24px","24px","24px","24px","1",""
"border-top-right-radius","preserved","24px","24px","24px","24px","24px","2",""
"border-top-style","preserved","none","none","none","none","none","0",""
"border-top-width","preserved","24px","24px","24px","24px","24px","1",""
"border-width","preserved","24px","24px","24px","24px","24px","2",""
"bottom","preserved","24px","24px","24px","24px","24px","2",""
"box-align","unsupported","","","","","","",""
"box-decoration-break","preserved","clone","clone","clone","clone","clone","1",""
"box-direction","unsupported","","","","","","",""
"box-flex","unsupported","","","","","","",""
"box-flex-group","unsupported","","","","","","",""
"box-lines","unsupported","","","","","","",""
"box-ordinal-group","unsupported","","","","","","",""
"box-orient","unsupported","","","","","","",""
"box-pack","unsupported","","","","","","",""
"box-shadow","preserved","3px 4px 2px red","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","2",""
"box-sizing","preserved","content-box","content-box","content-box","content-box","content-box","2",""
"break-after","preserved","avoid","avoid","avoid","avoid","avoid","2",""
"break-before","preserved","avoid","avoid","avoid","avoid","avoid","1",""
"break-inside","preserved","avoid","avoid","avoid","avoid","avoid","2",""
"caption-side","preserved","bottom","bottom","bottom","bottom","bottom","0",""
"caret","unsupported","","","","","","",""
"caret-animation","unsupported","","","","","","",""
"caret-color","native","","","","","","",""
"caret-shape","unsupported","","","","","","",""
"clear","preserved","left","left","left","left","left","4",""
"clip","preserved","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","1",""
"clip-path","preserved","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","3",""
"clip-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","3",""
"color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","1",""
"color-interpolation","preserved","auto","auto","auto","auto","auto","1",""
"color-interpolation-filters","preserved","auto","auto","auto","auto","auto","1",""
"color-scheme","preserved","light","light","light","light","light","1",""
"column-count","preserved","2","2","2","2","2","2",""
"column-fill","preserved","auto","auto","auto","auto","auto","1",""
"column-gap","preserved","24px","24px","24px","24px","24px","2",""
"column-height","unsupported","","","","","","",""
"column-rule","preserved","24px","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","24px none rgb(23, 37, 30)","1",""
"column-rule-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","2",""
"column-rule-style","preserved","solid","solid","solid","solid","solid","2",""
"column-rule-width","preserved","24px","24px","24px","24px","24px","1",""
"column-span","preserved","all","all","all","all","all","2",""
"column-width","preserved","24px","24px","24px","24px","24px","2",""
"column-wrap","unsupported","","","","","","",""
"columns","preserved","24px","24px","24px","24px","24px","2",""
"contain","preserved","layout paint","layout paint","layout paint","layout paint","layout paint","3",""
"contain-intrinsic-block-size","preserved","24px","24px","24px","24px","24px","2",""
"contain-intrinsic-height","preserved","24px","24px","24px","24px","24px","0",""
"contain-intrinsic-inline-size","preserved","24px","24px","24px","24px","24px","1",""
"contain-intrinsic-size","preserved","24px","24px","24px","24px","24px","0",""
"contain-intrinsic-width","preserved","24px","24px","24px","24px","24px","2",""
"container","preserved","test / inline-size","test / inline-size","test / inline-size","test / inline-size","test / inline-size","2",""
"container-name","preserved","red","red","red","red","red","1",""
"container-type","preserved","size","size","size","size","size","2",""
"content","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","1",""
"content-visibility","preserved","auto","auto","auto","auto","auto","1",""
"corner-block-end-shape","unsupported","","","","","","",""
"corner-block-start-shape","unsupported","","","","","","",""
"corner-bottom-left-shape","unsupported","","","","","","",""
"corner-bottom-right-shape","unsupported","","","","","","",""
"corner-bottom-shape","unsupported","","","","","","",""
"corner-end-end-shape","unsupported","","","","","","",""
"corner-end-start-shape","unsupported","","","","","","",""
"corner-inline-end-shape","unsupported","","","","","","",""
"corner-inline-start-shape","unsupported","","","","","","",""
"corner-left-shape","unsupported","","","","","","",""
"corner-right-shape","unsupported","","","","","","",""
"corner-shape","unsupported","","","","","","",""
"corner-start-end-shape","unsupported","","","","","","",""
"corner-start-start-shape","unsupported","","","","","","",""
"corner-top-left-shape","unsupported","","","","","","",""
"corner-top-right-shape","unsupported","","","","","","",""
"corner-top-shape","unsupported","","","","","","",""
"counter-increment","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","2",""
"counter-reset","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","2",""
"counter-set","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","1",""
"cursor","native","","","","","","",""
"cx","preserved","24px","24px","24px","24px","24px","1",""
"cy","preserved","24px","24px","24px","24px","24px","1",""
"d","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","3",""
"direction","preserved","rtl","rtl","rtl","rtl","rtl","2",""
"display","preserved","none","none","none","none","none","3",""
"dominant-baseline","preserved","text-bottom","text-bottom","text-bottom","text-bottom","text-bottom","3",""
"dynamic-range-limit","unsupported","","","","","","",""
"empty-cells","preserved","hide","hide","hide","hide","hide","3",""
"field-sizing","preserved","content","content","content","content","content","1",""
"fill","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","0",""
"fill-opacity","preserved","25%","0.25","0.25","0.25","0.25","3",""
"fill-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","1",""
"filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","2",""
"flex","preserved","none","0 0 auto","0 0 auto","0 0 auto","0 0 auto","2",""
"flex-basis","preserved","content","content","content","content","content","2",""
"flex-direction","preserved","row-reverse","row-reverse","row-reverse","row-reverse","row-reverse","2",""
"flex-flow","preserved","wrap","wrap","wrap","wrap","wrap","1",""
"flex-grow","preserved","2","2","2","2","2","0",""
"flex-line-count","unsupported","","","","","","",""
"flex-shrink","preserved","2","2","2","2","2","2",""
"flex-wrap","preserved","wrap","wrap","wrap","wrap","wrap","1",""
"float","preserved","left","left","left","left","left","2",""
"flood-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","1",""
"flood-opacity","preserved","25%","0.25","0.25","0.25","0.25","2",""
"font","preserved","italic 20px/1.4 Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","4",""
"font-family","preserved","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","4",""
"font-feature-settings","preserved","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","3",""
"font-kerning","preserved","normal","normal","normal","normal","normal","2",""
"font-language-override","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","1",""
"font-optical-sizing","preserved","none","none","none","none","none","1",""
"font-palette","preserved","light","light","light","light","light","2",""
"font-size","preserved","22px","22px","22px","22px","22px","3",""
"font-size-adjust","preserved","from-font","0.51875","0.51875","0.51875","0.51875","1",""
"font-smooth","unsupported","","","","","","",""
"font-stretch","preserved","25%","25%","25%","25%","25%","3",""
"font-style","preserved","italic","italic","italic","italic","italic","4",""
"font-synthesis","preserved","none","none","none","none","none","1",""
"font-synthesis-position","preserved","none","none","none","none","none","1",""
"font-synthesis-small-caps","preserved","none","none","none","none","none","1",""
"font-synthesis-style","preserved","none","none","none","none","none","1",""
"font-synthesis-weight","preserved","none","none","none","none","none","2",""
"font-variant","preserved","none","none","none","none","none","3",""
"font-variant-alternates","preserved","historical-forms","historical-forms","historical-forms","historical-forms","historical-forms","4",""
"font-variant-caps","preserved","small-caps","small-caps","small-caps","small-caps","small-caps","2",""
"font-variant-east-asian","preserved","ruby","ruby","ruby","ruby","ruby","2",""
"font-variant-emoji","preserved","text","text","text","text","text","1",""
"font-variant-ligatures","preserved","none","none","none","none","none","1",""
"font-variant-numeric","preserved","ordinal","ordinal","ordinal","ordinal","ordinal","0",""
"font-variant-position","preserved","sub","sub","sub","sub","sub","2",""
"font-variation-settings","preserved","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","2",""
"font-weight","preserved","bolder","700","700","700","700","3",""
"font-width","preserved","ultra-condensed","50%","50%","50%","50%","3",""
"forced-color-adjust","preserved","none","none","none","none","none","0",""
"frame-sizing","unsupported","","","","","","",""
"gap","preserved","24px","24px","24px","24px","24px","2",""
"grid","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","2",""
"grid-area","preserved","2","2","2","2","2","3",""
"grid-auto-columns","preserved","24px","24px","24px","24px","24px","2",""
"grid-auto-flow","preserved","column","column","column","column","column","2",""
"grid-auto-rows","preserved","24px","24px","24px","24px","24px","4",""
"grid-column","preserved","2","2","2","2","2","2",""
"grid-column-end","preserved","2","2","2","2","2","1",""
"grid-column-gap","preserved","24px","24px","24px","24px","24px","1",""
"grid-column-start","preserved","2","2","2","2","2","1",""
"grid-gap","preserved","24px","24px","24px","24px","24px","1",""
"grid-row","preserved","2","2","2","2","2","1",""
"grid-row-end","preserved","2","2","2","2","2","1",""
"grid-row-gap","preserved","24px","24px","24px","24px","24px","2",""
"grid-row-start","preserved","2","2","2","2","2","0",""
"grid-template","preserved","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","2",""
"grid-template-areas","preserved","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","0",""
"grid-template-columns","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","2",""
"grid-template-rows","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","2",""
"hanging-punctuation","unsupported","","","","","","",""
"height","preserved","auto","52px","52px","52px","52px","4",""
"hyphenate-character","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","2",""
"hyphenate-limit-chars","preserved","2","2","2","2","2","2",""
"hyphens","preserved","none","none","none","none","none","4",""
"image-orientation","preserved","none","none","none","none","none","3",""
"image-rendering","preserved","crisp-edges","crisp-edges","crisp-edges","crisp-edges","crisp-edges","2",""
"image-resolution","unsupported","","","","","","",""
"ime-mode","preserved","normal","normal","normal","normal","normal","1",""
"initial-letter","unsupported","","","","","","",""
"initial-letter-align","unsupported","","","","","","",""
"inline-size","preserved","24px","32px","32px","32px","32px","1",""
"inset","preserved","24px","24px","24px","24px","24px","1",""
"inset-block","preserved","24px","24px","24px","24px","24px","2",""
"inset-block-end","preserved","24px","24px","24px","24px","24px","1",""
"inset-block-start","preserved","24px","24px","24px","24px","24px","2",""
"inset-inline","preserved","24px","24px","24px","24px","24px","2",""
"inset-inline-end","preserved","24px","24px","24px","24px","24px","2",""
"inset-inline-start","preserved","24px","24px","24px","24px","24px","2",""
"interactivity","unsupported","","","","","","",""
"interest-delay","unsupported","","","","","","",""
"interest-delay-end","unsupported","","","","","","",""
"interest-delay-start","unsupported","","","","","","",""
"interpolate-size","unsupported","","","","","","",""
"isolation","preserved","isolate","isolate","isolate","isolate","isolate","2",""
"justify-content","preserved","left","left","left","left","left","2",""
"justify-items","preserved","stretch","stretch","stretch","stretch","stretch","2",""
