"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"animation-range-end","native","","","","","","",""
"animation-range-start","native","","","","","","",""
"animation-timeline","native","","","","","","",""
"animation-timing-function","native","","","","","","",""
"animation-trigger","native","","","","","","",""
"app-region","preserved","none","no-drag","no-drag","no-drag","no-drag","22.6",""
"appearance","preserved","auto","auto","auto","auto","auto","32",""
"aspect-ratio","preserved","2","2 / 1","2 / 1","2 / 1","2 / 1","59.2",""
"backdrop-filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","230.7",""
"backface-visibility","preserved","hidden","hidden","hidden","hidden","hidden","66.5",""
"background","preserved","linear-gradient(red,blue)","rgba(0, 0, 0, 0) linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) repeat scroll 0% 0% / auto padding-box border-box","rgba(0, 0, 0, 0) linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) repeat scroll 0% 0% / auto padding-box border-box","rgba(0, 0, 0, 0) linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) repeat scroll 0% 0% / auto padding-box border-box","rgba(0, 0, 0, 0) linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) repeat scroll 0% 0% / auto padding-box border-box","35.7",""
"background-attachment","preserved","fixed","fixed","fixed","fixed","fixed","26.7",""
"background-blend-mode","preserved","multiply","multiply","multiply","multiply","multiply","60",""
"background-clip","preserved","content-box","content-box","content-box","content-box","content-box","36.2",""
"background-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","45.5",""
"background-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","37.1",""
"background-origin","preserved","content-box","content-box","content-box","content-box","content-box","50.8",""
"background-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","45.8",""
"background-position-x","preserved","center","50%","50%","50%","50%","31.5",""
"background-position-y","preserved","center","50%","50%","50%","50%","47.1",""
"background-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","54",""
"background-size","preserved","24px","24px","24px","24px","24px","30",""
"baseline-shift","preserved","sub","sub","sub","sub","sub","39.9",""
"baseline-source","preserved","first","first","first","first","first","40.8",""
"block-size","preserved","24px","32px","32px","32px","32px","47",""
"border","preserved","4px solid red","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","4px solid rgb(255, 0, 0)","53.5",""
"border-block","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","62.7",""
"border-block-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","49.9",""
"border-block-end","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","67.1",""
"border-block-end-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","1369.6",""
"border-block-end-style","preserved","none","none","none","none","none","48.1",""
"border-block-end-width","preserved","24px","24px","24px","24px","24px","57.3",""
"border-block-start","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","59.2",""
"border-block-start-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","53.8",""
"border-block-start-style","preserved","none","none","none","none","none","59.7",""
"border-block-start-width","preserved","24px","24px","24px","24px","24px","55.2",""
"border-block-style","preserved","none","none","none","none","none","101.9",""
"border-block-width","preserved","24px","24px","24px","24px","24px","159.2",""
"border-bottom","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","70.6",""
"border-bottom-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","15.1",""
"border-bottom-left-radius","preserved","24px","24px","24px","24px","24px","58.3",""
"border-bottom-right-radius","preserved","24px","24px","24px","24px","24px","42.3",""
"border-bottom-style","preserved","none","none","none","none","none","13.2",""
"border-bottom-width","preserved","24px","24px","24px","24px","24px","19.1",""
"border-collapse","preserved","collapse","collapse","collapse","collapse","collapse","70.8",""
"border-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","58",""
"border-end-end-radius","preserved","24px","24px","24px","24px","24px","28.6",""
"border-end-start-radius","preserved","24px","24px","24px","24px","24px","23.8",""
"border-image","preserved","linear-gradient(red,blue) 1","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255)) 1 / 1 / 0 stretch","67.1",""
"border-image-outset","preserved","24px","24px","24px","24px","24px","48.1",""
"border-image-repeat","preserved","repeat","repeat","repeat","repeat","repeat","53.5",""
"border-image-slice","preserved","25%","25%","25%","25%","25%","43.8",""
"border-image-source","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","37.7",""
"border-image-width","preserved","auto","auto","auto","auto","auto","31.2",""
"border-inline","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","47.5",""
"border-inline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","425.5",""
"border-inline-end","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","852.9",""
"border-inline-end-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","51.9",""
"border-inline-end-style","preserved","none","none","none","none","none","29.2",""
"border-inline-end-width","preserved","24px","24px","24px","24px","24px","25.5",""
"border-inline-start","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","25.9",""
"border-inline-start-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","33",""
"border-inline-start-style","preserved","none","none","none","none","none","29.5",""
"border-inline-start-width","preserved","24px","24px","24px","24px","24px","24.6",""
"border-inline-style","preserved","none","none","none","none","none","32.4",""
"border-inline-width","preserved","24px","24px","24px","24px","24px","26.8",""
"border-left","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","36.3",""
"border-left-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","12.7",""
"border-left-style","preserved","none","none","none","none","none","14.4",""
"border-left-width","preserved","24px","24px","24px","24px","24px","12.8",""
"border-radius","preserved","24px","24px","24px","24px","24px","54.7",""
"border-right","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","15.1",""
"border-right-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","10.5",""
"border-right-style","preserved","none","none","none","none","none","11.1",""
"border-right-width","preserved","24px","24px","24px","24px","24px","19.8",""
"border-shape","preserved","inset(10%)","inset(10%)","inset(10%)","inset(10%)","inset(10%)","296.7",""
"border-spacing","preserved","24px","24px","24px","24px","24px","44.9",""
"border-start-end-radius","preserved","24px","24px","24px","24px","24px","30.5",""
"border-start-start-radius","preserved","24px","24px","24px","24px","24px","29.9",""
"border-style","preserved","none","none","none","none","none","18.6",""
"border-top","preserved","24px","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","0px none rgb(23, 37, 30)","208.3",""
"border-top-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","31.5",""
"border-top-left-radius","preserved","24px","24px","24px","24px","24px","9.8",""
"border-top-right-radius","preserved","24px","24px","24px","24px","24px","14.4",""
"border-top-style","preserved","none","none","none","none","none","26.4",""
"border-top-width","preserved","24px","24px","24px","24px","24px","44.5",""
"border-width","preserved","24px","24px","24px","24px","24px","45.5",""
"bottom","preserved","24px","24px","24px","24px","24px","22.7",""
"box-align","unsupported","","","","","","",""
"box-decoration-break","preserved","clone","clone","clone","clone","clone","23",""
"box-direction","unsupported","","","","","","",""
"box-flex","unsupported","","","","","","",""
"box-flex-group","unsupported","","","","","","",""
"box-lines","unsupported","","","","","","",""
"box-ordinal-group","unsupported","","","","","","",""
"box-orient","unsupported","","","","","","",""
"box-pack","unsupported","","","","","","",""
"box-shadow","preserved","3px 4px 2px red","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","rgb(255, 0, 0) 3px 4px 2px 0px","36.7",""
"box-sizing","preserved","content-box","content-box","content-box","content-box","content-box","47.7",""
"break-after","preserved","avoid","avoid","avoid","avoid","avoid","26.7",""
"break-before","preserved","avoid","avoid","avoid","avoid","avoid","24.8",""
"break-inside","preserved","avoid","avoid","avoid","avoid","avoid","48.2",""
"buffered-rendering","untested","","","","","","",""
"caption-side","preserved","bottom","bottom","bottom","bottom","bottom","37.3",""
"caret","unsupported","","","","","","",""
"caret-animation","native","","","","","","",""
"caret-color","native","","","","","","",""
"caret-shape","native","","","","","","",""
"clear","preserved","left","left","left","left","left","30.1",""
"clip","preserved","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","rect(0px, 100px, 80px, 0px)","31.8",""
"clip-path","preserved","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","circle(35% at 50% 50%)","230.6",""
"clip-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","23.5",""
"color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","61.3",""
"color-interpolation","preserved","auto","auto","auto","auto","auto","41.2",""
"color-interpolation-filters","preserved","auto","auto","auto","auto","auto","41.5",""
"color-rendering","preserved","optimizeSpeed","optimizespeed","optimizespeed","optimizespeed","optimizespeed","31.6",""
"color-scheme","preserved","light","light","light","light","light","29.4",""
"column-count","preserved","2","2","2","2","2","175.7",""
"column-fill","preserved","auto","auto","auto","auto","auto","37.6",""
"column-gap","preserved","24px","24px","24px","24px","24px","35.8",""
"column-height","preserved","24px","24px","24px","24px","24px","34.7",""
"column-rule","preserved","24px","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","24px rgb(23, 37, 30)","273.7",""
"column-rule-break","preserved","none","none","none","none","none","43.8",""
"column-rule-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","37.1",""
"column-rule-inset-cap-end","preserved","24px","24px","24px","24px","24px","60.2",""
"column-rule-inset-cap-start","preserved","24px","24px","24px","24px","24px","96.6",""
"column-rule-inset-junction-end","preserved","24px","24px","24px","24px","24px","55.4",""
"column-rule-inset-junction-start","preserved","24px","24px","24px","24px","24px","47.4",""
"column-rule-style","preserved","solid","solid","solid","solid","solid","58.9",""
"column-rule-visibility-items","untested","","","","","","",""
"column-rule-width","preserved","24px","24px","24px","24px","24px","26.3",""
"column-span","preserved","all","all","all","all","all","50.8",""
"column-width","preserved","24px","24px","24px","24px","24px","40.3",""
"column-wrap","preserved","nowrap","nowrap","nowrap","nowrap","nowrap","44.9",""
"columns","preserved","24px","24px","24px","24px","24px","43.7",""
"contain","preserved","layout paint","layout paint","layout paint","layout paint","layout paint","118",""
"contain-intrinsic-block-size","preserved","24px","24px","24px","24px","24px","49.9",""
"contain-intrinsic-height","preserved","24px","24px","24px","24px","24px","23.5",""
"contain-intrinsic-inline-size","preserved","24px","24px","24px","24px","24px","417.3",""
"contain-intrinsic-size","preserved","24px","24px","24px","24px","24px","45.7",""
"contain-intrinsic-width","preserved","24px","24px","24px","24px","24px","10.6",""
"container","preserved","test / inline-size","test / inline-size","test / inline-size","test / inline-size","test / inline-size","81.9",""
"container-name","preserved","red","red","red","red","red","50.6",""
"container-type","preserved","size","size","size","size","size","55",""
"content","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","37.9",""
"content-visibility","preserved","auto","auto","auto","auto","auto","848.5",""
"corner-block-end-shape","preserved","squircle","squircle","squircle","squircle","squircle","41",""
"corner-block-start-shape","preserved","squircle","squircle","squircle","squircle","squircle","44.7",""
"corner-bottom-left-shape","preserved","squircle","squircle","squircle","squircle","squircle","53",""
"corner-bottom-right-shape","preserved","squircle","squircle","squircle","squircle","squircle","37.5",""
"corner-bottom-shape","preserved","squircle","squircle","squircle","squircle","squircle","16.1",""
"corner-end-end-shape","preserved","squircle","squircle","squircle","squircle","squircle","17",""
"corner-end-start-shape","preserved","squircle","squircle","squircle","squircle","squircle","14.2",""
"corner-inline-end-shape","preserved","squircle","squircle","squircle","squircle","squircle","67.2",""
"corner-inline-start-shape","preserved","squircle","squircle","squircle","squircle","squircle","77.7",""
"corner-left-shape","preserved","squircle","squircle","squircle","squircle","squircle","19.7",""
"corner-right-shape","preserved","squircle","squircle","squircle","squircle","squircle","23.4",""
"corner-shape","preserved","squircle","squircle","squircle","squircle","squircle","88.9",""
"corner-start-end-shape","preserved","squircle","squircle","squircle","squircle","squircle","1476.7",""
"corner-start-start-shape","preserved","squircle","squircle","squircle","squircle","squircle","200.2",""
"corner-top-left-shape","preserved","squircle","squircle","squircle","squircle","squircle","22.8",""
"corner-top-right-shape","preserved","squircle","squircle","squircle","squircle","squircle","13.1",""
"corner-top-shape","preserved","squircle","squircle","squircle","squircle","squircle","27.9",""
"counter-increment","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","24.3",""
"counter-reset","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","123.7",""
"counter-set","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","17.5",""
"cursor","native","","","","","","",""
"cx","preserved","24px","24px","24px","24px","24px","37.5",""
"cy","preserved","24px","24px","24px","24px","24px","17.9",""
"d","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","80.8",""
"direction","preserved","rtl","rtl","rtl","rtl","rtl","40.8",""
"display","preserved","none","none","none","none","none","451.9",""
"dominant-baseline","preserved","alphabetic","alphabetic","alphabetic","alphabetic","alphabetic","107.3",""
"dynamic-range-limit","preserved","standard","standard","standard","standard","standard","25",""
"empty-cells","preserved","hide","hide","hide","hide","hide","270.1",""
"field-sizing","preserved","content","content","content","content","content","34.2",""
"fill","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","29.4",""
"fill-opacity","preserved","25%","0.25","0.25","0.25","0.25","32.4",""
"fill-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","23.1",""
"filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","135.6",""
"flex","preserved","none","0 0 auto","0 0 auto","0 0 auto","0 0 auto","45.8",""
"flex-basis","preserved","content","content","content","content","content","29.8",""
"flex-direction","preserved","row-reverse","row-reverse","row-reverse","row-reverse","row-reverse","55",""
"flex-flow","preserved","wrap","row wrap","row wrap","row wrap","row wrap","49.2",""
"flex-grow","preserved","2","2","2","2","2","26.8",""
"flex-line-count","preserved","2","2","2","2","2","31",""
"flex-shrink","preserved","2","2","2","2","2","25.6",""
"flex-wrap","preserved","wrap","wrap","wrap","wrap","wrap","8.5",""
"float","preserved","left","left","left","left","left","44.1",""
"flood-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","377.3",""
"flood-opacity","preserved","25%","0.25","0.25","0.25","0.25","31.9",""
"font","preserved","italic 20px/1.4 Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","48.7",""
"font-family","preserved","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","40.5",""
"font-feature-settings","preserved","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","122.3",""
"font-kerning","preserved","normal","normal","normal","normal","normal","38.3",""
"font-language-override","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","27.9",""
"font-optical-sizing","preserved","none","none","none","none","none","29",""
"font-palette","preserved","light","light","light","light","light","24.2",""
"font-size","preserved","22px","22px","22px","22px","22px","29.9",""
"font-size-adjust","preserved","from-font","0.518555","0.518555","0.518555","0.518555","29.1",""
"font-smooth","unsupported","","","","","","",""
"font-stretch","preserved","25%","25%","25%","25%","25%","450",""
"font-style","preserved","italic","italic","italic","italic","italic","30",""
"font-synthesis","preserved","none","none","none","none","none","61.7",""
"font-synthesis-position","unsupported","","","","","","",""
"font-synthesis-small-caps","preserved","none","none","none","none","none","483.9",""
"font-synthesis-style","preserved","none","none","none","none","none","89.6",""
"font-synthesis-weight","preserved","none","none","none","none","none","25.5",""
"font-variant","preserved","none","none","none","none","none","47.7",""
"font-variant-alternates","preserved","historical-forms","historical-forms","historical-forms","historical-forms","historical-forms","26.2",""
"font-variant-caps","preserved","small-caps","small-caps","small-caps","small-caps","small-caps","25.6",""
"font-variant-east-asian","preserved","ruby","ruby","ruby","ruby","ruby","30.9",""
"font-variant-emoji","preserved","text","text","text","text","text","50.5",""
"font-variant-ligatures","preserved","none","none","none","none","none","9.8",""
"font-variant-numeric","preserved","ordinal","ordinal","ordinal","ordinal","ordinal","19.5",""
"font-variant-position","preserved","sub","sub","sub","sub","sub","34.8",""
"font-variation-settings","preserved","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","83.6",""
"font-weight","preserved","bolder","700","700","700","700","22.9",""
"font-width","unsupported","","","","","","",""
"forced-color-adjust","preserved","none","none","none","none","none","25.5",""
"frame-sizing","unsupported","","","","","","",""
"gap","preserved","24px","24px","24px","24px","24px","27.1",""
"grid","preserved","""CSS""","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","61.9",""
"grid-area","preserved","2","2","2","2","2","42.4",""
"grid-auto-columns","preserved","24px","24px","24px","24px","24px","28.6",""
"grid-auto-flow","preserved","column","column","column","column","column","31",""
"grid-auto-rows","preserved","24px","24px","24px","24px","24px","18.1",""
"grid-column","preserved","2","2","2","2","2","35.1",""
"grid-column-end","preserved","2","2","2","2","2","19.3",""
"grid-column-gap","preserved","24px","24px","24px","24px","24px","27.7",""
"grid-column-start","preserved","2","2","2","2","2","13.1",""
"grid-gap","preserved","24px","24px","24px","24px","24px","16.7",""
"grid-row","preserved","2","2","2","2","2","94.1",""
"grid-row-end","preserved","2","2","2","2","2","23.8",""
"grid-row-gap","preserved","24px","24px","24px","24px","24px","19.3",""
"grid-row-start","preserved","2","2","2","2","2","14.6",""
"grid-template","preserved","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","34",""
"grid-template-areas","preserved","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","27.4",""
"grid-template-columns","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","21.4",""
"grid-template-rows","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","24.2",""
"hanging-punctuation","unsupported","","","","","","",""
"height","preserved","auto","52px","52px","52px","52px","33",""
"hyphenate-character","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","31.1",""
"hyphenate-limit-chars","preserved","2","2","2","2","2","55.3",""
"hyphens","preserved","none","none","none","none","none","203.6",""
"image-orientation","preserved","none","none","none","none","none","22.9",""
"image-rendering","preserved","crisp-edges","crisp-edges","crisp-edges","crisp-edges","crisp-edges","23.1",""
"image-resolution","unsupported","","","","","","",""
"ime-mode","unsupported","","","","","","",""
"initial-letter","preserved","2","2","2","2","2","28.1",""
"initial-letter-align","unsupported","","","","","","",""
"inline-size","preserved","24px","32px","32px","32px","32px","18.4",""
"inset","preserved","24px","24px","24px","24px","24px","31.3",""
"inset-block","preserved","24px","24px","24px","24px","24px","26.3",""
"inset-block-end","preserved","24px","24px","24px","24px","24px","20",""
"inset-block-start","preserved","24px","24px","24px","24px","24px","392.7",""
"inset-inline","preserved","24px","24px","24px","24px","24px","266.6",""
"inset-inline-end","preserved","24px","24px","24px","24px","24px","48.2",""
"inset-inline-start","preserved","24px","24px","24px","24px","24px","19.7",""
"interactivity","preserved","inert","inert","inert","inert","inert","18.5",""
"interest-delay","preserved","1s","1s","1s","1s","1s","27.5",""
"interest-delay-end","preserved","1s","1s","1s","1s","1s","36.3",""
"interest-delay-start","preserved","1s","1s","1s","1s","1s","39.1",""
"interpolate-size","preserved","allow-keywords","allow-keywords","allow-keywords","allow-keywords","allow-keywords","20.9",""
"isolation","preserved","isolate","isolate","isolate","isolate","isolate","29.3",""
"justify-content","preserved","left","left","left","left","left","27.3",""
"justify-items","preserved","stretch","stretch","stretch","stretch","stretch","23.7",""
"justify-self","preserved","normal","normal","normal","normal","normal","36.9",""
"justify-tracks","unsupported","","","","","","",""
"left","preserved","24px","24px","24px","24px","24px","10.8",""
"letter-spacing","preserved","24px","24px","24px","24px","24px","21.8",""
"lighting-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","21.7",""
"line-break","preserved","loose","loose","loose","loose","loose","26.9",""
"line-clamp","unsupported","","","","","","",""
"line-height","preserved","normal","normal","normal","normal","normal","22.4",""
"line-height-step","unsupported","","","","","","",""
"link-parameters","unsupported","","","","","","",""
"list-style","preserved","square inside","inside none square","inside none square","inside none square","inside none square","38.3",""
"list-style-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","16.4",""
"list-style-position","preserved","inside","inside","inside","inside","inside","28.9",""
"list-style-type","preserved","none","none","none","none","none","23.2",""
"margin","preserved","24px","24px","24px","24px","24px","24.8",""
"margin-block","preserved","24px","24px","24px","24px","24px","36.6",""
"margin-block-end","preserved","24px","24px","24px","24px","24px","21.1",""
"margin-block-start","preserved","24px","24px","24px","24px","24px","28.3",""
"margin-bottom","preserved","auto","0px","0px","0px","0px","20.4",""
"margin-inline","preserved","24px","24px","24px","24px","24px","28.1",""
"margin-inline-end","preserved","24px","24px","24px","24px","24px","17.7",""
"margin-inline-start","preserved","24px","24px","24px","24px","24px","25.7",""
"margin-left","preserved","auto","140px","140px","140px","140px","24.3",""
"margin-right","preserved","auto","140px","140px","140px","140px","17.1",""
"margin-top","preserved","auto","0px","0px","0px","0px","27.4",""
"margin-trim","unsupported","","","","","","",""
"marker","untested","","","","","","",""
"marker-end","untested","","","","","","",""
"marker-mid","untested","","","","","","",""
"marker-start","untested","","","","","","",""
"mask","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","28.9",""
"mask-border","unsupported","","","","","","",""
"mask-border-mode","unsupported","","","","","","",""
"mask-border-outset","unsupported","","","","","","",""
"mask-border-repeat","unsupported","","","","","","",""
"mask-border-slice","unsupported","","","","","","",""
"mask-border-source","unsupported","","","","","","",""
"mask-border-width","unsupported","","","","","","",""
"mask-clip","preserved","no-clip","no-clip","no-clip","no-clip","no-clip","56.4",""
"mask-composite","preserved","exclude","exclude","exclude","exclude","exclude","27.2",""
"mask-image","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","16.1",""
"mask-mode","preserved","luminance","luminance","luminance","luminance","luminance","25.4",""
"mask-origin","preserved","content-box","content-box","content-box","content-box","content-box","23.5",""
"mask-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","24.7",""
"mask-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","22.1",""
"mask-size","preserved","24px","24px","24px","24px","24px","19.2",""
"mask-type","preserved","alpha","alpha","alpha","alpha","alpha","34.2",""
"masonry-auto-flow","unsupported","","","","","","",""
"math-depth","preserved","2","2","2","2","2","16.9",""
"math-shift","preserved","compact","compact","compact","compact","compact","27.3",""
"math-style","preserved","compact","compact","compact","compact","compact","20.1",""
"max-block-size","preserved","24px","24px","24px","24px","24px","22.2",""
"max-height","preserved","min-content","min-content","min-content","min-content","min-content","24.8",""
"max-inline-size","preserved","24px","24px","24px","24px","24px","19.8",""
"max-lines","unsupported","","","","","","",""
"max-width","preserved","min-content","min-content","min-content","min-content","min-content","30",""
"min-block-size","preserved","24px","24px","24px","24px","24px","16.7",""
"min-height","preserved","min-content","min-content","min-content","min-content","min-content","24.7",""
"min-inline-size","preserved","24px","24px","24px","24px","24px","25.5",""
"min-width","preserved","min-content","min-content","min-content","min-content","min-content","23.7",""
"mix-blend-mode","preserved","plus-lighter","plus-lighter","plus-lighter","plus-lighter","plus-lighter","44.7",""
"object-fit","preserved","contain","contain","contain","contain","contain","29.6",""
"object-position","preserved","20% 30%","20% 30%","20% 30%","20% 30%","20% 30%","30.5",""
"object-view-box","preserved","inset(10%)","inset(10%)","inset(10%)","inset(10%)","inset(10%)","19.3",""
"offset","preserved","24px","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","105.4",""
"offset-anchor","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","21.6",""
"offset-distance","preserved","24px","24px","24px","24px","24px","23.8",""
"offset-path","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","45.3",""
"offset-position","preserved","auto","auto","auto","auto","auto","31",""
"offset-rotate","preserved","reverse","auto 180deg","auto 180deg","auto 180deg","auto 180deg","30.5",""
