"property","status","value","expected","restored","hiddenExpected","hiddenRestored","captureMs","detail"
"corner-start-end-shape","preserved","squircle","superellipse(2)","superellipse(2)","superellipse(2)","superellipse(2)","5.5",""
"corner-start-start-shape","preserved","squircle","superellipse(2)","superellipse(2)","superellipse(2)","superellipse(2)","5.7",""
"corner-top-left-shape","preserved","squircle","superellipse(2)","superellipse(2)","superellipse(2)","superellipse(2)","4.7",""
"corner-top-right-shape","preserved","squircle","superellipse(2)","superellipse(2)","superellipse(2)","superellipse(2)","4.7",""
"corner-top-shape","preserved","squircle","superellipse(2)","superellipse(2)","superellipse(2)","superellipse(2)","13.6",""
"counter-increment","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","14.2",""
"counter-reset","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","24",""
"counter-set","preserved","chapter 2","chapter 2","chapter 2","chapter 2","chapter 2","19.7",""
"cursor","native","","","","","","",""
"cx","preserved","24px","24px","24px","24px","24px","8.5",""
"cy","preserved","24px","24px","24px","24px","24px","18.1",""
"d","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","14.4",""
"direction","preserved","rtl","rtl","rtl","rtl","rtl","16.7",""
"display","preserved","none","none","none","none","none","10.9",""
"dominant-baseline","preserved","alphabetic","alphabetic","alphabetic","alphabetic","alphabetic","8.2",""
"dynamic-range-limit","preserved","standard","standard","standard","standard","standard","12.7",""
"empty-cells","preserved","hide","hide","hide","hide","hide","20.5",""
"field-sizing","preserved","content","content","content","content","content","9.4",""
"fill","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","22.6",""
"fill-opacity","preserved","25%","0.25","0.25","0.25","0.25","9.9",""
"fill-rule","preserved","evenodd","evenodd","evenodd","evenodd","evenodd","13.7",""
"filter","preserved","blur(2px)","blur(2px)","blur(2px)","blur(2px)","blur(2px)","20.5",""
"flex","preserved","none","0 0 auto","0 0 auto","0 0 auto","0 0 auto","10.3",""
"flex-basis","preserved","content","content","content","content","content","21.4",""
"flex-direction","preserved","row-reverse","row-reverse","row-reverse","row-reverse","row-reverse","12.4",""
"flex-flow","preserved","wrap","row wrap","row wrap","row wrap","row wrap","10.2",""
"flex-grow","preserved","2","2","2","2","2","27.4",""
"flex-line-count","preserved","2","2","2","2","2","26.5",""
"flex-shrink","preserved","2","2","2","2","2","12.1",""
"flex-wrap","preserved","wrap","wrap","wrap","wrap","wrap","4.3",""
"float","preserved","left","left","left","left","left","11.1",""
"flood-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","12.2",""
"flood-opacity","preserved","25%","0.25","0.25","0.25","0.25","10.8",""
"font","preserved","italic 20px/1.4 Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","italic 20px / 28px Arial","23.1",""
"font-family","preserved","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","Georgia, serif","9.7",""
"font-feature-settings","preserved","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","""liga"" 0","7.3",""
"font-kerning","preserved","normal","normal","normal","normal","normal","21.2",""
"font-language-override","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","21.6",""
"font-optical-sizing","preserved","none","none","none","none","none","6.1",""
"font-palette","preserved","light","light","light","light","light","7.7",""
"font-size","preserved","22px","22px","22px","22px","22px","20.8",""
"font-size-adjust","preserved","from-font","0.518555","0.518555","0.518555","0.518555","12.9",""
"font-smooth","unsupported","","","","","","",""
"font-stretch","preserved","25%","25%","25%","25%","25%","15.4",""
"font-style","preserved","italic","italic","italic","italic","italic","10.2",""
"font-synthesis","preserved","none","none","none","none","none","5.6",""
"font-synthesis-position","unsupported","","","","","","",""
"font-synthesis-small-caps","preserved","none","none","none","none","none","9.2",""
"font-synthesis-style","preserved","none","none","none","none","none","19.3",""
"font-synthesis-weight","preserved","none","none","none","none","none","7.6",""
"font-variant","preserved","none","none","none","none","none","15.7",""
"font-variant-alternates","preserved","historical-forms","historical-forms","historical-forms","historical-forms","historical-forms","6.7",""
"font-variant-caps","preserved","small-caps","small-caps","small-caps","small-caps","small-caps","10.6",""
"font-variant-east-asian","preserved","ruby","ruby","ruby","ruby","ruby","6",""
"font-variant-emoji","preserved","text","text","text","text","text","8.9",""
"font-variant-ligatures","preserved","none","none","none","none","none","20.7",""
"font-variant-numeric","preserved","ordinal","ordinal","ordinal","ordinal","ordinal","18",""
"font-variant-position","preserved","sub","sub","sub","sub","sub","13.9",""
"font-variation-settings","preserved","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","""wght"" 650","11.9",""
"font-weight","preserved","bolder","700","700","700","700","7.7",""
"font-width","unsupported","","","","","","",""
"forced-color-adjust","preserved","none","none","none","none","none","14",""
"frame-sizing","unsupported","","","","","","",""
"gap","preserved","24px","24px","24px","24px","24px","15.6",""
"grid","preserved","""CSS""","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","auto / none / ""CSS"" / row / auto / auto","20.5",""
"grid-area","preserved","2","2","2","2","2","6.3",""
"grid-auto-columns","preserved","24px","24px","24px","24px","24px","9.9",""
"grid-auto-flow","preserved","column","column","column","column","column","19.2",""
"grid-auto-rows","preserved","24px","24px","24px","24px","24px","12.8",""
"grid-column","preserved","2","2","2","2","2","7.2",""
"grid-column-end","preserved","2","2","2","2","2","22.9",""
"grid-column-gap","preserved","24px","24px","24px","24px","24px","13.1",""
"grid-column-start","preserved","2","2","2","2","2","3.3",""
"grid-gap","preserved","24px","24px","24px","24px","24px","5",""
"grid-row","preserved","2","2","2","2","2","15.7",""
"grid-row-end","preserved","2","2","2","2","2","13.1",""
"grid-row-gap","preserved","24px","24px","24px","24px","24px","16.7",""
"grid-row-start","preserved","2","2","2","2","2","5.3",""
"grid-template","preserved","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","40px 40px / 50px 50px","10.9",""
"grid-template-areas","preserved","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","""a b"" ""a b""","5.9",""
"grid-template-columns","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","8",""
"grid-template-rows","preserved","subgrid","subgrid","subgrid","subgrid","subgrid","7.8",""
"hanging-punctuation","unsupported","","","","","","",""
"height","preserved","auto","52px","52px","52px","52px","18.9",""
"hyphenate-character","preserved","""CSS""","""CSS""","""CSS""","""CSS""","""CSS""","22.6",""
"hyphenate-limit-chars","preserved","2","2","2","2","2","7.3",""
"hyphens","preserved","none","none","none","none","none","7.6",""
"image-orientation","preserved","none","none","none","none","none","6.9",""
"image-rendering","preserved","crisp-edges","crisp-edges","crisp-edges","crisp-edges","crisp-edges","7.5",""
"image-resolution","unsupported","","","","","","",""
"ime-mode","unsupported","","","","","","",""
"initial-letter","preserved","2","2","2","2","2","19.1",""
"initial-letter-align","unsupported","","","","","","",""
"inline-size","preserved","24px","32px","32px","32px","32px","9.3",""
"inset","preserved","24px","24px","24px","24px","24px","5.4",""
"inset-block","preserved","24px","24px","24px","24px","24px","13.1",""
"inset-block-end","preserved","24px","24px","24px","24px","24px","14.8",""
"inset-block-start","preserved","24px","24px","24px","24px","24px","8.1",""
"inset-inline","preserved","24px","24px","24px","24px","24px","13.4",""
"inset-inline-end","preserved","24px","24px","24px","24px","24px","15.8",""
"inset-inline-start","preserved","24px","24px","24px","24px","24px","7.9",""
"interactivity","preserved","inert","inert","inert","inert","inert","7.5",""
"interest-delay","preserved","1s","1s","1s","1s","1s","10.4",""
"interest-delay-end","preserved","1s","1s","1s","1s","1s","12.1",""
"interest-delay-start","preserved","1s","1s","1s","1s","1s","7.4",""
"interpolate-size","preserved","allow-keywords","allow-keywords","allow-keywords","allow-keywords","allow-keywords","6.4",""
"isolation","preserved","isolate","isolate","isolate","isolate","isolate","21.2",""
"justify-content","preserved","left","left","left","left","left","12.8",""
"justify-items","preserved","stretch","stretch","stretch","stretch","stretch","8.1",""
"justify-self","preserved","normal","normal","normal","normal","normal","13.2",""
"justify-tracks","unsupported","","","","","","",""
"left","preserved","24px","24px","24px","24px","24px","8.9",""
"letter-spacing","preserved","24px","24px","24px","24px","24px","10",""
"lighting-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","16.2",""
"line-break","preserved","loose","loose","loose","loose","loose","9.3",""
"line-clamp","unsupported","","","","","","",""
"line-height","preserved","normal","normal","normal","normal","normal","18.7",""
"line-height-step","unsupported","","","","","","",""
"link-parameters","unsupported","","","","","","",""
"list-style","preserved","square inside","inside none square","inside none square","inside none square","inside none square","6.4",""
"list-style-image","preserved","linear-gradient(red, blue)","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","linear-gradient(rgb(255, 0, 0), rgb(0, 0, 255))","11.9",""
"list-style-position","preserved","inside","inside","inside","inside","inside","7.8",""
"list-style-type","preserved","none","none","none","none","none","9.4",""
"margin","preserved","24px","24px","24px","24px","24px","13.1",""
"margin-block","preserved","24px","24px","24px","24px","24px","11.9",""
"margin-block-end","preserved","24px","24px","24px","24px","24px","7",""
"margin-block-start","preserved","24px","24px","24px","24px","24px","14.8",""
"margin-bottom","preserved","auto","0px","0px","0px","0px","12",""
"margin-inline","preserved","24px","24px","24px","24px","24px","7.7",""
"margin-inline-end","preserved","24px","24px","24px","24px","24px","12.9",""
"margin-inline-start","preserved","24px","24px","24px","24px","24px","9.5",""
"margin-left","preserved","auto","140px","140px","140px","140px","9.7",""
"margin-right","preserved","auto","140px","140px","140px","140px","8",""
"margin-top","preserved","auto","0px","0px","0px","0px","17.7",""
"margin-trim","unsupported","","","","","","",""
"marker","untested","","","","","","",""
"marker-end","untested","","","","","","",""
"marker-mid","untested","","","","","","",""
"marker-start","untested","","","","","","",""
"mask","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","16.8",""
"mask-border","unsupported","","","","","","",""
"mask-border-mode","unsupported","","","","","","",""
"mask-border-outset","unsupported","","","","","","",""
"mask-border-repeat","unsupported","","","","","","",""
"mask-border-slice","unsupported","","","","","","",""
"mask-border-source","unsupported","","","","","","",""
"mask-border-width","unsupported","","","","","","",""
"mask-clip","preserved","no-clip","no-clip","no-clip","no-clip","no-clip","17",""
"mask-composite","preserved","exclude","exclude","exclude","exclude","exclude","9.3",""
"mask-image","preserved","linear-gradient(white,transparent)","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","linear-gradient(rgb(255, 255, 255), rgba(0, 0, 0, 0))","3.8",""
"mask-mode","preserved","luminance","luminance","luminance","luminance","luminance","12.2",""
"mask-origin","preserved","content-box","content-box","content-box","content-box","content-box","8.7",""
"mask-position","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","7.6",""
"mask-repeat","preserved","repeat-x","repeat-x","repeat-x","repeat-x","repeat-x","11.3",""
"mask-size","preserved","24px","24px auto","24px auto","24px auto","24px auto","8.9",""
"mask-type","preserved","alpha","alpha","alpha","alpha","alpha","7.5",""
"masonry-auto-flow","unsupported","","","","","","",""
"math-depth","preserved","2","2","2","2","2","19.2",""
"math-shift","preserved","compact","compact","compact","compact","compact","16.9",""
"math-style","preserved","compact","compact","compact","compact","compact","8.6",""
"max-block-size","preserved","24px","24px","24px","24px","24px","7.6",""
"max-height","preserved","min-content","min-content","min-content","min-content","min-content","7.6",""
"max-inline-size","preserved","24px","24px","24px","24px","24px","15.4",""
"max-lines","unsupported","","","","","","",""
"max-width","preserved","min-content","min-content","min-content","min-content","min-content","6.8",""
"min-block-size","preserved","24px","24px","24px","24px","24px","8.1",""
"min-height","preserved","min-content","min-content","min-content","min-content","min-content","7",""
"min-inline-size","preserved","24px","24px","24px","24px","24px","16.8",""
"min-width","preserved","min-content","min-content","min-content","min-content","min-content","8.3",""
"mix-blend-mode","preserved","plus-lighter","plus-lighter","plus-lighter","plus-lighter","plus-lighter","11.2",""
"object-fit","preserved","contain","contain","contain","contain","contain","6.1",""
"object-position","preserved","20% 30%","20% 30%","20% 30%","20% 30%","20% 30%","8.3",""
"object-view-box","preserved","inset(10%)","inset(10%)","inset(10%)","inset(10%)","inset(10%)","14.2",""
"offset","preserved","24px","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","24px 50% none 0px auto 0deg","6.6",""
"offset-anchor","preserved","24px","24px 50%","24px 50%","24px 50%","24px 50%","19.4",""
"offset-distance","preserved","24px","24px","24px","24px","24px","13.5",""
"offset-path","preserved","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","path(""M 0 0 L 40 40"")","10.3",""
"offset-position","preserved","auto","auto","auto","auto","auto","10.4",""
"offset-rotate","preserved","reverse","auto 180deg","auto 180deg","auto 180deg","auto 180deg","6.1",""
"opacity","preserved","25%","0.25","0.25","0.25","0.25","8.7",""
"order","preserved","2","2","2","2","2","10.4",""
"orphans","preserved","3","3","3","3","3","9.8",""
"outline","preserved","4px dashed blue","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","rgb(0, 0, 255) dashed 4px","8.7",""
"outline-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","21.5",""
"outline-offset","preserved","24px","24px","24px","24px","24px","7.9",""
"outline-style","preserved","auto","auto","auto","auto","auto","9.6",""
"outline-width","preserved","24px","24px","24px","24px","24px","10.4",""
"overflow","preserved","hidden","hidden","hidden","hidden","hidden","11.1",""
"overflow-anchor","preserved","none","none","none","none","none","11.4",""
"overflow-block","preserved","hidden","hidden","hidden","hidden","hidden","20.6",""
"overflow-clip-box","unsupported","","","","","","",""
"overflow-clip-margin","preserved","24px","24px","24px","24px","24px","9.5",""
"overflow-inline","preserved","hidden","hidden","hidden","hidden","hidden","7.4",""
"overflow-wrap","preserved","break-word","break-word","break-word","break-word","break-word","7",""
"overflow-x","preserved","hidden","hidden","hidden","hidden","hidden","6.3",""
"overflow-y","preserved","hidden","hidden","hidden","hidden","hidden","8.7",""
"overlay","untested","","","","","","",""
"overscroll-behavior","native","","","","","","",""
"overscroll-behavior-block","native","","","","","","",""
"overscroll-behavior-inline","native","","","","","","",""
"overscroll-behavior-x","native","","","","","","",""
"overscroll-behavior-y","native","","","","","","",""
"padding","preserved","24px","24px","24px","24px","24px","8.9",""
"padding-block","preserved","24px","24px","24px","24px","24px","9",""
"padding-block-end","preserved","24px","24px","24px","24px","24px","6.4",""
"padding-block-start","preserved","24px","24px","24px","24px","24px","7.9",""
"padding-bottom","preserved","24px","24px","24px","24px","24px","11.1",""
"padding-inline","preserved","24px","24px","24px","24px","24px","14.5",""
"padding-inline-end","preserved","24px","24px","24px","24px","24px","8.9",""
"padding-inline-start","preserved","24px","24px","24px","24px","24px","8.7",""
"padding-left","preserved","24px","24px","24px","24px","24px","5.2",""
"padding-right","preserved","24px","24px","24px","24px","24px","7.6",""
"padding-top","preserved","24px","24px","24px","24px","24px","3.6",""
"page","mismatch","red","red","auto","red","auto","18.5",""
"page-break-after","preserved","always","always","always","always","always","10",""
"page-break-before","preserved","always","always","always","always","always","9.1",""
"page-break-inside","preserved","avoid","avoid","avoid","avoid","avoid","10.2",""
"paint-order","preserved","fill","fill","fill","fill","fill","12.4",""
"path-length","unsupported","","","","","","",""
"perspective","preserved","24px","24px","24px","24px","24px","13.2",""
"perspective-origin","preserved","24px","24px 50px","24px 50px","24px 50px","24px 50px","15.6",""
"place-content","preserved","center","center","center","center","center","17",""
"place-items","preserved","center","center","center","center","center","11.8",""
"place-self","preserved","normal","normal","normal","normal","normal","8.4",""
"pointer-events","native","","","","","","",""
"position","preserved","static","static","static","static","static","11",""
"position-anchor","preserved","auto","auto","auto","auto","auto","10",""
"position-area","preserved","center","center","center","center","center","7.9",""
"position-try","preserved","center","center","center","center","center","13.2",""
"position-try-fallbacks","preserved","center","center","center","center","center","4.7",""
"position-try-order","untested","","","","","","",""
"position-visibility","preserved","always","always","always","always","always","6.7",""
"print-color-adjust","preserved","exact","exact","exact","exact","exact","9.2",""
"quotes","preserved","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","""«"" ""»""","6.2",""
"r","preserved","24px","24px","24px","24px","24px","7.2",""
"reading-flow","preserved","source-order","source-order","source-order","source-order","source-order","10.8",""
"reading-order","preserved","2","2","2","2","2","10.2",""
"resize","native","","","","","","",""
"right","preserved","24px","24px","24px","24px","24px","10.9",""
"rotate","preserved","15deg","15deg","15deg","15deg","15deg","9.7",""
"row-gap","preserved","24px","24px","24px","24px","24px","6.1",""
"row-rule-break","preserved","none","none","none","none","none","7",""
"row-rule-color","preserved","red","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","rgb(255, 0, 0)","7.4",""
"row-rule-inset-cap-end","preserved","24px","24px","24px","24px","24px","8.9",""
"row-rule-inset-cap-start","preserved","24px","24px","24px","24px","24px","9.6",""
"row-rule-inset-junction-end","preserved","24px","24px","24px","24px","24px","19.4",""
"row-rule-inset-junction-start","preserved","24px","24px","24px","24px","24px","14.7",""
"row-rule-style","preserved","solid","solid","solid","solid","solid","9.5",""
"row-rule-visibility-items","untested","","","","","","",""
"row-rule-width","preserved","24px","24px","24px","24px","24px","7.5",""
"ruby-align","preserved","start","start","start","start","start","6.6",""
"ruby-merge","unsupported","","","","","","",""
"ruby-overhang","preserved","none","spaces","spaces","spaces","spaces","8.4",""
"ruby-position","preserved","under","under","under","under","under","12.3",""
"rule-overlap","untested","","","","","","",""
"rx","preserved","24px","24px","24px","24px","24px","16.9",""
"ry","preserved","24px","24px","24px","24px","24px","16.6",""
"scale","preserved","0.8","0.8","0.8","0.8","0.8","8.4",""
"scroll-behavior","native","","","","","","",""
"scroll-initial-target","native","","","","","","",""
"scroll-margin","native","","","","","","",""
"scroll-margin-block","native","","","","","","",""
"scroll-margin-block-end","native","","","","","","",""
"scroll-margin-block-start","native","","","","","","",""
"scroll-margin-bottom","native","","","","","","",""
"scroll-margin-inline","native","","","","","","",""
"scroll-margin-inline-end","native","","","","","","",""
"scroll-margin-inline-start","native","","","","","","",""
"scroll-margin-left","native","","","","","","",""
"scroll-margin-right","native","","","","","","",""
"scroll-margin-top","native","","","","","","",""
"scroll-marker-group","native","","","","","","",""
"scroll-padding","native","","","","","","",""
"scroll-padding-block","native","","","","","","",""
"scroll-padding-block-end","native","","","","","","",""
"scroll-padding-block-start","native","","","","","","",""
"scroll-padding-bottom","native","","","","","","",""
"scroll-padding-inline","native","","","","","","",""
"scroll-padding-inline-end","native","","","","","","",""
"scroll-padding-inline-start","native","","","","","","",""
"scroll-padding-left","native","","","","","","",""
"scroll-padding-right","native","","","","","","",""
"scroll-padding-top","native","","","","","","",""
"scroll-snap-align","native","","","","","","",""
"scroll-snap-coordinate","unsupported","","","","","","",""
"scroll-snap-destination","unsupported","","","","","","",""
"scroll-snap-points-x","unsupported","","","","","","",""
"scroll-snap-points-y","unsupported","","","","","","",""
"scroll-snap-stop","native","","","","","","",""
"scroll-snap-type","native","","","","","","",""
"scroll-snap-type-x","unsupported","","","","","","",""
"scroll-snap-type-y","unsupported","","","","","","",""
"scroll-target-group","native","","","","","","",""
